I/V Sweep,id_vgs_P_2
RecordTime,05/30/2023 14:22:16
Device ID,
Count,1
Flag,
Remarks,
vg,vd,id,ig,is,iavdd,ignd
1.2,0,-7.298159999999999E-08,8.6291E-09,-8.5670000000000013E-11,5.2214E-07,-4.5776E-07
1.195,0,-7.22066E-08,8.2262E-09,-3.8476E-10,5.2148E-07,-4.5586E-07
1.19,0,-7.2050999999999988E-08,8.2517E-09,-1.4086000000000002E-10,5.2162E-07,-4.5568E-07
1.185,0,-7.12812E-08,8.4088E-09,-1.129E-11,5.2048E-07,-4.5708E-07
1.1800000000000002,0,-7.011499999999999E-08,8.4247E-09,-1.2416000000000001E-10,5.1906E-07,-4.5884E-07
1.175,0,-6.90054E-08,8.0944E-09,-3.909E-10,5.1814E-07,-4.5826E-07
1.1700000000000002,0,-6.8777E-08,7.6625E-09,-4.1703000000000006E-10,5.1824E-07,-4.5636E-07
1.165,0,-6.8905199999999992E-08,7.5697E-09,-1.9118E-10,5.189E-07,-4.5534E-07
1.1600000000000001,0,-6.8487599999999989E-08,7.7327E-09,-1.79E-12,5.1856E-07,-4.5666E-07
1.155,0,-6.7461799999999988E-08,7.821E-09,-4.429E-11,5.1682E-07,-4.5854E-07
1.1500000000000001,0,-6.63982E-08,7.5914E-09,-3.0248E-10,5.1606E-07,-4.5857999999999997E-07
1.145,0,-6.6044399999999988E-08,7.1586E-09,-3.9439E-10,5.1614E-07,-4.572E-07
1.1400000000000001,0,-6.62812E-08,6.9922E-09,-2.1694000000000003E-10,5.167E-07,-4.5568E-07
1.135,0,-6.6140399999999991E-08,7.1156E-09,1.038E-11,5.1694E-07,-4.5624E-07
1.1300000000000001,0,-6.5291799999999989E-08,7.2682E-09,3.9450000000000003E-11,5.1554E-07,-4.5815999999999997E-07
1.125,0,-6.355E-08,7.1199E-09,-1.9173000000000002E-10,5.135E-07,-4.5888E-07
1.12,0,-6.3085E-08,6.7172E-09,-3.5213E-10,5.1326E-07,-4.5738E-07
1.115,0,-6.3306599999999991E-08,6.4567E-09,-2.3232E-10,5.1412E-07,-4.5572E-07
1.11,0,-6.33922E-08,6.548E-09,1.12E-11,5.1446E-07,-4.5563999999999997E-07
1.105,0,-6.2794E-08,6.735E-09,1.0469E-10,5.135E-07,-4.5766E-07
1.1,0,-6.18208E-08,6.7096E-09,-7.7630000000000007E-11,5.1218E-07,-4.5874E-07
1.095,0,-6.1240599999999991E-08,6.3416E-09,-3.1417E-10,5.1188E-07,-4.5776E-07
1.09,0,-6.1400399999999989E-08,5.9923E-09,-2.5514E-10,5.1219999999999994E-07,-4.558E-07
1.085,0,-6.1705599999999988E-08,6.0172E-09,-2.023E-11,5.1316E-07,-4.5526E-07
1.08,0,-6.13394E-08,6.2309E-09,1.3101000000000002E-10,5.124E-07,-4.5692E-07
1.075,0,-6.0437599999999993E-08,6.2896E-09,-5.9E-13,5.1124E-07,-4.5864E-07
1.07,0,-5.97578E-08,5.9809E-09,-2.6106000000000003E-10,5.106E-07,-4.5798E-07
1.065,0,-5.97898E-08,5.5704E-09,-2.7381E-10,5.1116E-07,-4.5622E-07
1.06,0,-6.02252E-08,5.5301E-09,-4.7660000000000007E-11,5.119E-07,-4.5528E-07
1.0550000000000002,0,-6.00766E-08,5.7234E-09,1.4086000000000002E-10,5.1194E-07,-4.5652E-07
1.05,0,-5.9300799999999992E-08,5.8383E-09,6.9710000000000011E-11,5.1054E-07,-4.5857999999999997E-07
1.0450000000000002,0,-5.85386E-08,5.6077E-09,-1.813E-10,5.0978E-07,-4.5852E-07
