I/V Sweep,id_vgs_P_2
RecordTime,10/27/2023 13:16:29
Device ID,
Count,2
Flag,
Remarks,
vg,vd,id,ig,is,iavdd,ignd
1.2,0.8,9.5793E-10,1.3735599999999998E-08,2.7167E-10,5.877E-07,-6.0312E-07
1.195,0.8,8.6574000000000005E-10,1.2491999999999999E-08,2.7723000000000003E-10,5.8976E-07,-6.035E-07
1.19,0.8,8.4976000000000007E-10,1.1347999999999998E-08,2.8396E-10,5.9118E-07,-6.0372E-07
1.185,0.8,8.3471000000000011E-10,1.0303999999999999E-08,2.9407E-10,5.9246E-07,-6.0376E-07
1.1800000000000002,0.8,8.182E-10,9.3382E-09,3.0654E-10,5.9378E-07,-6.0418E-07
1.175,0.8,8.0288E-10,8.4712E-09,3.1547000000000005E-10,5.9492E-07,-6.046E-07
1.1700000000000002,0.8,7.8257E-10,7.7119E-09,3.2447E-10,5.9598E-07,-6.0482E-07
1.165,0.8,7.7062000000000007E-10,6.9934E-09,3.3785000000000003E-10,5.9704E-07,-6.0526E-07
1.1600000000000001,0.8,7.4342000000000011E-10,6.3698E-09,3.5611E-10,5.9802E-07,-6.0554E-07
1.155,0.8,7.3040000000000008E-10,5.7893E-09,3.7127000000000005E-10,5.9884E-07,-6.0562E-07
1.1500000000000001,0.8,7.0658000000000006E-10,5.2549E-09,3.8724000000000005E-10,5.9962E-07,-6.06E-07
1.145,0.8,6.8428E-10,4.7717E-09,4.1107E-10,6.0026E-07,-6.0626E-07
1.1400000000000001,0.8,6.5332000000000008E-10,4.3437E-09,4.3562000000000004E-10,6.0094E-07,-6.0634E-07
1.135,0.8,6.3013000000000008E-10,3.9573E-09,4.6031000000000004E-10,6.0158E-07,-6.0658E-07
1.1300000000000001,0.8,5.9829E-10,3.6071E-09,4.8871000000000006E-10,6.0194E-07,-6.0668E-07
1.125,0.8,5.5889E-10,3.2821E-09,5.2664000000000005E-10,6.0272E-07,-6.0708E-07
1.12,0.8,5.2146000000000008E-10,2.998E-09,5.6276E-10,6.0312E-07,-6.072E-07
1.115,0.8,4.81E-10,2.7351E-09,6.0209E-10,6.0344E-07,-6.072E-07
1.11,0.8,4.2355000000000005E-10,2.4968E-09,6.5113E-10,6.0396E-07,-6.0742E-07
1.105,0.8,3.7254000000000004E-10,2.279E-09,7.1020000000000009E-10,6.044E-07,-6.0758E-07
1.1,0.8,3.0584E-10,2.0846E-09,7.7058E-10,6.0466E-07,-6.0776E-07
1.095,0.8,2.2932000000000002E-10,1.9103E-09,8.4005000000000011E-10,6.0491999999999994E-07,-6.0798E-07
1.09,0.8,1.48E-10,1.7466E-09,9.2118000000000012E-10,6.0519999999999994E-07,-6.0808E-07
1.085,0.8,6.825000000000001E-11,1.6023E-09,1.01289E-09,6.0554E-07,-6.0818E-07
1.08,0.8,-2.768E-11,1.4721E-09,1.11286E-09,6.0588E-07,-6.0837999999999995E-07
1.075,0.8,-1.5648E-10,1.3562E-09,1.2309E-09,6.0618E-07,-6.0868E-07
1.07,0.8,-2.8021E-10,1.2486E-09,1.3582E-09,6.0641999999999995E-07,-6.0886E-07
1.065,0.8,-4.2455000000000005E-10,1.1487E-09,1.5101E-09,6.0669999999999995E-07,-6.089E-07
