I/V Sweep,id_vgs_P_2
RecordTime,05/30/2023 10:10:44
Device ID,
Count,1
Flag,
Remarks,
vg,vd,id,ig,is,iavdd,ignd
1.2,0,-1.2172E-07,2.6922E-09,-5.4670000000000004E-11,3.7808E-07,-2.5889999999999997E-07
1.195,0,-1.2099999999999999E-07,2.6574E-09,-5.1650000000000004E-11,3.7728E-07,-2.5878E-07
1.19,0,-1.2024E-07,2.6179E-09,-4.833E-11,3.765E-07,-2.5892E-07
1.185,0,-1.1958E-07,2.5773E-09,-4.3930000000000004E-11,3.761E-07,-2.5898E-07
1.1800000000000002,0,-1.1888E-07,2.5447E-09,-3.9820000000000004E-11,3.7512E-07,-2.5878E-07
1.175,0,-1.182E-07,2.5114E-09,-3.9350000000000005E-11,3.7458E-07,-2.5874E-07
1.1700000000000002,0,-1.1762E-07,2.4706E-09,-3.608E-11,3.74E-07,-2.5874E-07
1.165,0,-1.17E-07,2.4396E-09,-3.129E-11,3.7354E-07,-2.59E-07
1.1600000000000001,0,-1.1648E-07,2.4076E-09,-2.6480000000000002E-11,3.7288E-07,-2.5874E-07
1.155,0,-1.1585999999999999E-07,2.3688E-09,-2.232E-11,3.7228E-07,-2.5872E-07
1.1500000000000001,0,-1.1522E-07,2.3411E-09,-1.7200000000000003E-11,3.7174E-07,-2.587E-07
1.145,0,-1.1466E-07,2.3076E-09,-1.2970000000000002E-11,3.7122E-07,-2.5878E-07
1.1400000000000001,0,-1.1404E-07,2.2722E-09,-7.2300000000000005E-12,3.7092E-07,-2.5896E-07
1.135,0,-1.1382E-07,2.2419E-09,8.5000000000000011E-13,3.704E-07,-2.587E-07
1.1300000000000001,0,-1.1326E-07,2.2112E-09,4.8000000000000005E-12,3.6976E-07,-2.587E-07
1.125,0,-1.1282E-07,2.1759E-09,1.181E-11,3.6944E-07,-2.5864E-07
1.12,0,-1.124E-07,2.1482E-09,2.32E-11,3.69E-07,-2.5875999999999997E-07
1.115,0,-1.12E-07,2.1211E-09,3.183E-11,3.6862E-07,-2.5872E-07
1.11,0,-1.1144E-07,2.0839E-09,4.2340000000000006E-11,3.6822E-07,-2.5878E-07
1.105,0,-1.1118E-07,2.0577E-09,5.6100000000000005E-11,3.6781999999999997E-07,-2.5872E-07
1.1,0,-1.1074E-07,2.0326E-09,6.975E-11,3.6739999999999997E-07,-2.587E-07
1.095,0,-1.1052E-07,1.9974E-09,8.5570000000000008E-11,3.6718E-07,-2.5864E-07
1.09,0,-1.1018E-07,1.973E-09,1.0385000000000001E-10,3.6674E-07,-2.5872E-07
1.085,0,-1.098E-07,1.9481E-09,1.2526000000000002E-10,3.665E-07,-2.587E-07
1.08,0,-1.0952E-07,1.9152E-09,1.4862E-10,3.6613999999999997E-07,-2.5864E-07
1.075,0,-1.0922E-07,1.8909E-09,1.8166000000000002E-10,3.6604E-07,-2.5866E-07
