I/V Sweep,id_vds
RecordTime,04/28/2023 10:04:44
Device ID,
Count,2
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,1.9261399999999998E-08,2.7E-13,-1.8746599999999997E-08,3.3474E-07,-3.346E-07
0.005,0,6.8816E-08,-5.8000000000000005E-13,-6.8956E-08,3.347E-07,-3.347E-07
0.01,0,1.111952E-07,-6.3E-13,-1.1127539999999999E-07,3.3464E-07,-3.3464E-07
0.015000000000000001,0,1.4932E-07,-9.2000000000000012E-13,-1.4936E-07,3.3466E-07,-3.3457999999999997E-07
0.02,0,1.807E-07,2.9000000000000003E-13,-1.8103999999999999E-07,3.3466E-07,-3.344E-07
0.025,0,2.0974E-07,-2.6E-13,-2.0918E-07,3.3428E-07,-3.342E-07
0.030000000000000002,0,2.3586E-07,-1.26E-12,-2.3324E-07,3.342E-07,-3.342E-07
0.035,0,2.5791999999999997E-07,-1.7500000000000002E-12,-2.5742E-07,3.3428E-07,-3.3428E-07
0.04,0,2.7776E-07,-3.4E-13,-2.778E-07,3.341E-07,-3.3415999999999997E-07
0.045000000000000005,0,2.9726E-07,-1.74E-12,-2.972E-07,3.3418E-07,-3.3415999999999997E-07
0.05,0,3.1305999999999997E-07,-1.8200000000000003E-12,-3.1179999999999997E-07,3.3412E-07,-3.3415999999999997E-07
0.055,0,3.2722E-07,-1.41E-12,-3.3042E-07,3.3415999999999997E-07,-3.3424E-07
0.060000000000000005,0,3.4468E-07,-2.41E-12,-3.4366E-07,3.3415999999999997E-07,-3.342E-07
0.065,0,3.5628E-07,-1.31E-12,-3.587E-07,3.3418E-07,-3.342E-07
0.07,0,3.6872E-07,-2.9900000000000004E-12,-3.7164E-07,3.3415999999999997E-07,-3.3424E-07
0.075,0,3.7886E-07,-1.79E-12,-3.8334E-07,3.3415999999999997E-07,-3.3418E-07
0.08,0,3.94E-07,-3.2900000000000003E-12,-3.9114E-07,3.3418E-07,-3.342E-07
0.085,0,4.0465999999999997E-07,-3.3400000000000003E-12,-4.0325999999999997E-07,3.3412E-07,-3.3426E-07
0.090000000000000011,0,4.1548E-07,-2.4800000000000003E-12,-4.1666E-07,3.3418E-07,-3.344E-07
0.095,0,4.2642E-07,-3.0900000000000004E-12,-4.2574E-07,3.3412E-07,-3.3424E-07
0.1,0,4.3708E-07,-2.46E-12,-4.3736E-07,3.3415999999999997E-07,-3.3426E-07
0.10500000000000001,0,4.4853999999999997E-07,-4.2400000000000005E-12,-4.4894E-07,3.3412E-07,-3.3424E-07
0.11,0,4.5815999999999997E-07,-4.84E-12,-4.566E-07,3.3415999999999997E-07,-3.3424E-07
0.115,0,4.6878E-07,-2.72E-12,-4.6786E-07,3.3442E-07,-3.347E-07
0.12000000000000001,0,4.7792E-07,-4.33E-12,-4.781E-07,3.3466E-07,-3.3488E-07
0.125,0,4.8828E-07,-5.5200000000000007E-12,-4.874E-07,3.3462E-07,-3.3474E-07
0.13,0,4.9976E-07,-5.59E-12,-4.9902E-07,3.346E-07,-3.3474E-07
0.135,0,5.0802E-07,-4.4400000000000005E-12,-5.1008E-07,3.347E-07,-3.3471999999999997E-07
0.14,0,5.1978E-07,-6.14E-12,-5.1956E-07,3.3464E-07,-3.3478E-07
0.14500000000000002,0,5.3376E-07,-6.1200000000000006E-12,-5.278E-07,3.3466E-07,-3.3478E-07
0.15,0,5.4378E-07,-6.4200000000000005E-12,-5.395E-07,3.3464E-07,-3.3484E-07
0.155,0,5.4978E-07,-7.02E-12,-5.5442E-07,3.347E-07,-3.348E-07
0.16,0,5.6418E-07,-6.7700000000000004E-12,-5.6232E-07,3.3456E-07,-3.3484E-07
0.165,0,5.7386E-07,-8.16E-12,-5.7384E-07,3.346E-07,-3.3482E-07
0.17,0,5.844E-07,-8.06E-12,-5.8406E-07,3.3462E-07,-3.3482E-07
0.17500000000000002,0,5.9752E-07,-8.86E-12,-5.964E-07,3.3457999999999997E-07,-3.3484E-07
0.18000000000000002,0,6.1387999999999994E-07,-1.038E-11,-6.0766E-07,3.3464E-07,-3.349E-07
0.185,0,6.2125999999999994E-07,-9.36E-12,-6.1812E-07,3.347E-07,-3.3496E-07
0.19,0,6.3178E-07,-1.0630000000000001E-11,-6.3214E-07,3.3452E-07,-3.3476E-07
0.195,0,6.4469999999999994E-07,-1.006E-11,-6.4482E-07,3.346E-07,-3.3488E-07
0.2,0,6.5688E-07,-1.16E-11,-6.5612E-07,3.346E-07,-3.3484E-07
0.20500000000000002,0,6.7088E-07,-1.2940000000000001E-11,-6.69E-07,3.3462E-07,-3.3484E-07
0.21000000000000002,0,6.8144E-07,-1.2670000000000002E-11,-6.8172E-07,3.346E-07,-3.3476E-07
0.215,0,6.9286E-07,-1.34E-11,-6.979E-07,3.3476E-07,-3.3502E-07
0.22,0,7.0748E-07,-1.361E-11,-7.1012E-07,3.3408E-07,-3.3448E-07
0.225,0,7.2008E-07,-1.511E-11,-7.2387999999999994E-07,3.3406E-07,-3.3446E-07
0.23,0,7.3486E-07,-1.6850000000000002E-11,-7.3184E-07,3.3398E-07,-3.3454E-07
0.23500000000000001,0,7.4868E-07,-1.581E-11,-7.4714E-07,3.3415999999999997E-07,-3.3452E-07
