I/V Sweep,id_vds
RecordTime,02/21/2024 10:05:02
Device ID,
Count,2
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-5.9113E-09,-2.5397E-10,-5.4160000000000007E-10,1.3131000000000002E-06,-1.3045000000000002E-06
0.005,0,-2.5445E-09,-2.5335E-10,-3.9156E-09,1.3161000000000002E-06,-1.3072000000000002E-06
0.01,0,8.0324000000000011E-10,-2.5566E-10,-7.1388E-09,1.3184000000000002E-06,-1.3091E-06
0.015000000000000001,0,3.9131E-09,-2.6414000000000003E-10,-1.01052E-08,1.3205E-06,-1.3111E-06
0.02,0,6.7845E-09,-2.754E-10,-1.2928799999999999E-08,1.3215000000000002E-06,-1.3125000000000001E-06
0.025,0,9.6382E-09,-2.7413E-10,-1.5649199999999998E-08,1.3221000000000002E-06,-1.3134000000000002E-06
0.030000000000000002,0,1.2314999999999998E-08,-2.8330000000000005E-10,-1.8178E-08,1.3233E-06,-1.314E-06
0.035,0,1.4908E-08,-2.8435E-10,-2.0667999999999997E-08,1.3239000000000002E-06,-1.3150000000000001E-06
0.04,0,1.73164E-08,-2.9607000000000004E-10,-2.3114599999999997E-08,1.3242000000000002E-06,-1.3156000000000002E-06
0.045000000000000005,0,1.9650599999999997E-08,-2.9849E-10,-2.5200599999999997E-08,1.3249000000000002E-06,-1.3167E-06
0.05,0,2.1852199999999997E-08,-3.0956E-10,-2.7256199999999997E-08,1.3253E-06,-1.3166000000000002E-06
0.055,0,2.4003999999999998E-08,-3.1414E-10,-2.9292199999999996E-08,1.3252E-06,-1.3168E-06
0.060000000000000005,0,2.6055799999999998E-08,-3.1580000000000004E-10,-3.12406E-08,1.3257E-06,-1.3174E-06
0.065,0,2.8028799999999998E-08,-3.2865000000000005E-10,-3.31466E-08,1.326E-06,-1.3172E-06
0.07,0,2.99478E-08,-3.3534E-10,-3.49518E-08,1.3275000000000002E-06,-1.3191000000000002E-06
0.075,0,3.17778E-08,-3.3891E-10,-3.6618199999999995E-08,1.3275000000000002E-06,-1.3187000000000002E-06
0.08,0,3.3505999999999996E-08,-3.5162E-10,-3.8360599999999993E-08,1.3273000000000002E-06,-1.3190000000000002E-06
0.085,0,3.5164799999999993E-08,-3.5252000000000004E-10,-3.9916799999999995E-08,1.3278000000000002E-06,-1.3193000000000002E-06
0.090000000000000011,0,3.6891599999999995E-08,-3.6451E-10,-4.1511599999999993E-08,1.3282E-06,-1.3195E-06
0.095,0,3.85626E-08,-3.7387E-10,-4.30172E-08,1.3286E-06,-1.3205E-06
0.1,0,4.0103399999999994E-08,-3.8191000000000003E-10,-4.4514399999999993E-08,1.3287E-06,-1.3212000000000002E-06
0.10500000000000001,0,4.1791599999999993E-08,-3.9818E-10,-4.59714E-08,1.3286E-06,-1.3211000000000002E-06
0.11,0,4.3128999999999995E-08,-4.0671000000000004E-10,-4.7363799999999996E-08,1.3294000000000001E-06,-1.3211000000000002E-06
0.115,0,4.4574999999999994E-08,-4.1938000000000006E-10,-4.8655199999999992E-08,1.3289E-06,-1.3220000000000002E-06
0.12000000000000001,0,4.5967E-08,-4.3728E-10,-4.9968999999999996E-08,1.3304000000000002E-06,-1.3223E-06
0.125,0,4.72974E-08,-4.4577000000000005E-10,-5.1315399999999995E-08,1.3301000000000002E-06,-1.3223E-06
0.13,0,4.8817999999999994E-08,-4.6380000000000004E-10,-5.2867599999999992E-08,1.3304000000000002E-06,-1.3235000000000001E-06
0.135,0,5.0041799999999995E-08,-4.7885000000000006E-10,-5.4002799999999993E-08,1.3307000000000002E-06,-1.3235000000000001E-06
