vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	4.035e-11	-1.0766e-10	4.531e-11	3.1244e-07	-3.124e-07	4.7824e-10	-1.9365e-10	-2.8384e-10	3.1232e-07	-3.1204e-07	1.3088e-09	-3.7267e-10	-9.319e-10	3.1214e-07	-3.1214e-07	3.0603e-09	-6.9755e-10	-2.3519e-09	3.1264e-07	-3.1236e-07	6.8885e-09	-1.2125e-09	-5.6967e-09	3.1318e-07	-3.1298e-07	1.60622e-08	-1.969e-09	-1.3992199999999998e-08	3.1386e-07	-3.1384e-07	3.83782e-08	-3.0092e-09	-3.49396e-08	3.1404e-07	-3.1402e-07
-0.295	4.841e-11	-9.584e-11	4.209e-11	3.1262e-07	-3.1248e-07	4.982200000000001e-10	-1.8806e-10	-3.1894000000000004e-10	3.1234e-07	-3.1214e-07	1.3742e-09	-3.662e-10	-1.01771e-09	3.1216e-07	-3.1214e-07	3.3183e-09	-6.7854e-10	-2.5843e-09	3.1238e-07	-3.1242e-07	7.3677e-09	-1.1799e-09	-6.2004e-09	3.1292e-07	-3.131e-07	1.69858e-08	-1.9235e-09	-1.50322e-08	3.1358e-07	-3.1372e-07	4.06214e-08	-2.9564e-09	-3.7798e-08	3.141e-07	-3.1386e-07
-0.29	4.4090000000000006e-11	-9.398e-11	4.05e-11	3.1246e-07	-3.1242e-07	5.405e-10	-1.7467e-10	-3.6658e-10	3.1214e-07	-3.1204e-07	1.472e-09	-3.4583000000000004e-10	-1.13232e-09	3.1236e-07	-3.1216e-07	3.4751e-09	-6.5876e-10	-2.8273e-09	3.1248e-07	-3.1244e-07	7.9764e-09	-1.1525e-09	-6.7614e-09	3.1308e-07	-3.1306e-07	1.8475e-08	-1.8883e-09	-1.64442e-08	3.1348e-07	-3.134e-07	4.34698e-08	-2.9e-09	-4.06758e-08	3.1382e-07	-3.1386e-07
-0.285	4.3800000000000006e-11	-8.057000000000001e-11	3.445e-11	3.1264e-07	-3.1266e-07	5.8056e-10	-1.7064000000000002e-10	-4.1696e-10	3.1208e-07	-3.1226e-07	1.5972e-09	-3.4098000000000005e-10	-1.2512e-09	3.123e-07	-3.1214e-07	3.7333e-09	-6.477500000000001e-10	-3.0954e-09	3.1252e-07	-3.1254e-07	8.5137e-09	-1.1296e-09	-7.3828e-09	3.1298e-07	-3.1272e-07	1.95986e-08	-1.8458e-09	-1.7718999999999998e-08	3.136e-07	-3.1352e-07	4.672259999999999e-08	-2.8577e-09	-4.36412e-08	3.1376e-07	-3.1376e-07
-0.28	4.4520000000000005e-11	-8.314000000000001e-11	3.3370000000000003e-11	3.1256e-07	-3.1264e-07	6.3193e-10	-1.5949e-10	-4.7017e-10	3.1224e-07	-3.1228e-07	1.7225e-09	-3.2911e-10	-1.4054e-09	3.1214e-07	-3.1214e-07	4.0532e-09	-6.228600000000001e-10	-3.4353e-09	3.1256e-07	-3.123e-07	9.2105e-09	-1.098e-09	-8.081e-09	3.1288e-07	-3.128e-07	2.11194e-08	-1.8186e-09	-1.94526e-08	3.1354e-07	-3.1348e-07	5.08816e-08	-2.8121e-09	-4.77466e-08	3.1364e-07	-3.1372e-07
-0.275	3.919e-11	-7.426000000000001e-11	3.278e-11	3.126e-07	-3.1238e-07	6.8669e-10	-1.5768000000000002e-10	-5.3281e-10	3.1202e-07	-3.122e-07	1.8693e-09	-3.2277e-10	-1.5598e-09	3.121e-07	-3.1224e-07	4.4373e-09	-6.1202e-10	-3.7644e-09	3.1236e-07	-3.1226e-07	9.9628e-09	-1.0763e-09	-8.961e-09	3.1288e-07	-3.1272e-07	2.30596e-08	-1.784e-09	-2.12152e-08	3.132e-07	-3.1318e-07	5.38894e-08	-2.761e-09	-5.1172e-08	3.1358e-07	-3.1352e-07
-0.27	3.9940000000000006e-11	-7.234e-11	2.976e-11	3.1244e-07	-3.1252e-07	7.5088e-10	-1.4217e-10	-6.0686e-10	3.1212e-07	-3.1208e-07	2.0309e-09	-3.0618e-10	-1.7303e-09	3.1212e-07	-3.1212e-07	4.7511e-09	-5.9183e-10	-4.1567e-09	3.1234e-07	-3.1226e-07	1.08304e-08	-1.0481e-09	-9.7579e-09	3.1262e-07	-3.1268e-07	2.52308e-08	-1.7466e-09	-2.30158e-08	3.133e-07	-3.1334e-07	5.80426e-08	-2.7147e-09	-5.559859999999999e-08	3.1356e-07	-3.1352e-07
-0.265	3.667e-11	-6.758e-11	2.566e-11	3.125e-07	-3.1228e-07	8.252000000000001e-10	-1.4245e-10	-6.8041e-10	3.122e-07	-3.1226e-07	2.2276e-09	-2.9348e-10	-1.9309e-09	3.1224e-07	-3.1226e-07	5.1611e-09	-5.7831e-10	-4.59e-09	3.124e-07	-3.1236e-07	1.18076e-08	-1.0265e-09	-1.07347e-08	3.1264e-07	-3.1262e-07	2.68736e-08	-1.7168e-09	-2.526e-08	3.1324e-07	-3.1308e-07	6.26934e-08	-2.6752e-09	-5.974439999999999e-08	3.1354e-07	-3.1364e-07
-0.26	3.7640000000000005e-11	-6.484e-11	2.692e-11	3.1232e-07	-3.1238e-07	9.0591e-10	-1.3700000000000002e-10	-7.7002e-10	3.1228e-07	-3.122e-07	2.4265e-09	-2.8880000000000003e-10	-2.1455e-09	3.1224e-07	-3.1218e-07	5.6695e-09	-5.562e-10	-5.1006e-09	3.124e-07	-3.1232e-07	1.28734e-08	-1.009e-09	-1.18546e-08	3.1282e-07	-3.127e-07	2.94272e-08	-1.6848e-09	-2.75408e-08	3.1326e-07	-3.1314e-07	6.78102e-08	-2.6255e-09	-6.52276e-08	3.1346e-07	-3.134e-07
-0.255	3.3520000000000004e-11	-6.466e-11	2.6e-11	3.1254e-07	-3.125e-07	1.0017000000000002e-09	-1.2759000000000002e-10	-8.727e-10	3.1224e-07	-3.1206e-07	2.7355e-09	-2.7726000000000003e-10	-2.414e-09	3.1238e-07	-3.123e-07	6.2142e-09	-5.4409e-10	-5.6549e-09	3.1254e-07	-3.123e-07	1.4068199999999998e-08	-9.7927e-10	-1.3077999999999998e-08	3.1254e-07	-3.125e-07	3.18466e-08	-1.6485e-09	-3.01354e-08	3.1298e-07	-3.1298e-07	7.361619999999999e-08	-2.5872e-09	-7.102299999999999e-08	3.1358e-07	-3.135e-07
