I/V Sweep,id_vgs
RecordTime,05/24/2023 13:24:43
Device ID,
Count,1
Flag,
Remarks,
vg,vd,id,ig,is,iavdd,ignd
-0.3,0,2.0071000000000002E-10,-4.531E-10,2.3626E-10,4.908E-07,-4.9058E-07
-0.29500000000000004,0,1.9473E-10,-4.3166000000000004E-10,2.2532000000000003E-10,4.9212E-07,-4.922E-07
-0.29000000000000004,0,1.8418E-10,-4.1334000000000004E-10,2.1373000000000002E-10,4.907E-07,-4.9052E-07
-0.28500000000000003,0,1.786E-10,-3.9215000000000004E-10,2.0621E-10,4.9053999999999994E-07,-4.8336E-07
-0.28,0,1.7051000000000001E-10,-3.7387E-10,1.9792000000000003E-10,4.959E-07,-4.5588E-07
-0.275,0,1.5813E-10,-3.5586000000000005E-10,1.9141000000000001E-10,4.5168E-07,-4.6522E-07
-0.27,0,1.5513E-10,-3.4068E-10,1.8047000000000002E-10,4.5014E-07,-4.9214E-07
-0.265,0,1.4778E-10,-3.2431000000000004E-10,1.7283E-10,4.918E-07,-4.92E-07
-0.26,0,1.4078E-10,-3.0890000000000004E-10,1.6276000000000002E-10,4.903E-07,-4.92E-07
-0.255,0,1.3258000000000002E-10,-2.9451E-10,1.5488E-10,4.9202E-07,-4.9192E-07
-0.25,0,1.2778E-10,-2.7924E-10,1.4848000000000001E-10,4.8324E-07,-4.9522E-07
-0.24500000000000002,0,1.2325000000000001E-10,-2.6629E-10,1.3786E-10,4.903E-07,-4.7774E-07
-0.24000000000000002,0,1.1371000000000001E-10,-2.5309E-10,1.2988000000000002E-10,4.8988E-07,-4.898E-07
-0.23500000000000001,0,1.0974000000000001E-10,-2.4108E-10,1.2635E-10,4.9656E-07,-4.964E-07
-0.23,0,1.0512000000000001E-10,-2.2764000000000003E-10,1.2074000000000001E-10,4.8996E-07,-4.7672E-07
-0.225,0,1.0193E-10,-2.1704E-10,1.1247000000000001E-10,4.9165999999999994E-07,-4.9198E-07
-0.22,0,9.438E-11,-2.0672E-10,1.0286000000000001E-10,4.9014E-07,-4.9024E-07
-0.215,0,9.2540000000000011E-11,-1.9499000000000002E-10,9.928E-11,4.9042E-07,-4.9076E-07
-0.21000000000000002,0,8.9900000000000008E-11,-1.839E-10,9.192E-11,4.902E-07,-4.871E-07
-0.20500000000000002,0,8.324E-11,-1.7468E-10,8.503E-11,4.9216E-07,-4.9214E-07
-0.2,0,8.3940000000000009E-11,-1.6553000000000002E-10,7.8040000000000009E-11,4.924E-07,-4.5014E-07
-0.195,0,8.085000000000001E-11,-1.5485000000000001E-10,7.3520000000000008E-11,4.9488E-07,-4.9034E-07
-0.19,0,7.618E-11,-1.4583E-10,6.5360000000000007E-11,4.9224E-07,-4.9146E-07
-0.185,0,7.4350000000000007E-11,-1.3729E-10,6.3900000000000007E-11,4.9193999999999994E-07,-4.9206E-07
-0.18000000000000002,0,7.474E-11,-1.3005E-10,5.623E-11,4.6637999999999997E-07,-4.8988E-07
-0.17500000000000002,0,7.4680000000000007E-11,-1.2205E-10,4.684E-11,4.907E-07,-4.9552E-07
-0.17,0,7.3080000000000008E-11,-1.1514E-10,4.053E-11,4.9018E-07,-4.9557999999999994E-07
-0.165,0,7.4290000000000009E-11,-1.0807000000000001E-10,3.4110000000000006E-11,4.9172E-07,-4.9164E-07
-0.16,0,7.689E-11,-1.0202000000000001E-10,2.633E-11,4.9024E-07,-4.9053999999999994E-07
-0.155,0,7.999E-11,-9.567E-11,1.53E-11,4.9564E-07,-4.4982E-07
-0.15,0,8.1400000000000011E-11,-9.0110000000000012E-11,6.0200000000000006E-12,4.9548E-07,-4.9534E-07
-0.14500000000000002,0,8.492E-11,-8.379E-11,-3.75E-12,4.8996E-07,-4.9018E-07
-0.14,0,1.003E-10,-7.781E-11,-8.83E-12,4.9562E-07,-4.9556E-07
-0.135,0,9.6570000000000009E-11,-7.2850000000000012E-11,-2.6450000000000003E-11,4.9557999999999994E-07,-4.9528E-07
-0.13,0,1.158E-10,-6.9330000000000008E-11,-4.014E-11,4.5324E-07,-4.7974E-07
-0.125,0,1.2526000000000002E-10,-6.41E-11,-5.339E-11,4.9004E-07,-4.9046E-07
-0.12000000000000001,0,1.3813000000000002E-10,-5.919E-11,-7.9690000000000011E-11,4.862E-07,-4.9182E-07
-0.115,0,1.4120000000000001E-10,-5.5380000000000007E-11,-9.7310000000000011E-11,4.9532E-07,-4.956E-07
-0.11,0,1.6136000000000003E-10,-5.077E-11,-1.0916000000000001E-10,4.9186E-07,-4.9182E-07
-0.10500000000000001,0,1.9421000000000002E-10,-4.7030000000000005E-11,-1.3461000000000001E-10,4.903E-07,-4.9058E-07
-0.1,0,2.0030000000000002E-10,-4.428E-11,-1.6796E-10,4.9042E-07,-4.9046E-07
-0.095,0,2.4181E-10,-4.0920000000000006E-11,-1.7689000000000002E-10,4.904E-07,-4.9028E-07
-0.090000000000000011,0,2.7572E-10,-3.714E-11,-2.3120000000000001E-10,4.9012E-07,-4.9032E-07
-0.085,0,3.0236000000000003E-10,-3.372E-11,-2.7882E-10,4.905E-07,-4.4965999999999996E-07
-0.08,0,3.4749E-10,-3.099E-11,-3.118E-10,4.9196E-07,-4.8874E-07
-0.075,0,3.9559000000000003E-10,-2.8600000000000003E-11,-3.6986000000000005E-10,4.9164E-07,-4.5008E-07
-0.07,0,4.5728000000000005E-10,-2.555E-11,-4.6891E-10,4.9046E-07,-4.9062E-07
-0.065,0,5.3408000000000008E-10,-2.3570000000000002E-11,-5.2568000000000009E-10,4.9202E-07,-4.9174E-07
-0.060000000000000005,0,6.1107E-10,-2.092E-11,-6.3849E-10,4.9198E-07,-4.9206E-07
-0.055,0,7.2459000000000008E-10,-1.8950000000000003E-11,-7.6311000000000007E-10,4.9132E-07,-4.9128E-07
