I/V Sweep,id_vds_P
RecordTime,08/04/2023 08:30:52
Device ID,
Count,1
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-0.025242,-4.0637E-09,0.025240000000000002,3.771E-07,-3.152E-07
0.005,0,-0.025208,-4.0718E-09,0.025220000000000003,3.7622E-07,-3.152E-07
0.01,0,-0.025196000000000003,-4.0573E-09,0.025208,3.7536E-07,-3.1526E-07
0.015000000000000001,0,-0.025188000000000002,-4.0866E-09,0.025196000000000003,3.7438E-07,-3.1528E-07
0.02,0,-0.025174000000000002,-4.1641E-09,0.025184,3.7342E-07,-3.1532E-07
0.025,0,-0.025160000000000002,-4.066E-09,0.02517,3.7244E-07,-3.1528E-07
0.030000000000000002,0,-0.025148000000000004,-4.0767E-09,0.025154000000000003,3.715E-07,-3.1532E-07
0.035,0,-0.025134000000000004,-4.0954E-09,0.025144000000000003,3.7058E-07,-3.1534E-07
0.04,0,-0.025120000000000003,-4.093E-09,0.025140000000000003,3.6972E-07,-3.1532E-07
0.045000000000000005,0,-0.025110000000000004,-4.0712E-09,0.025120000000000003,3.6882E-07,-3.154E-07
0.05,0,-0.025098000000000002,-4.0941E-09,0.025106000000000003,3.6786E-07,-3.1546E-07
0.055,0,-0.02509,-4.1068E-09,0.025096000000000004,3.6686E-07,-3.1534E-07
0.060000000000000005,0,-0.025074000000000003,-4.0928E-09,0.02509,3.662E-07,-3.154E-07
0.065,0,-0.025062,-4.0834E-09,0.025072,3.6529999999999997E-07,-3.154E-07
0.07,0,-0.025050000000000003,-4.1055E-09,0.025060000000000002,3.6434E-07,-3.154E-07
0.075,0,-0.025036000000000003,-4.1069E-09,0.025046000000000002,3.6356E-07,-3.1543999999999997E-07
0.08,0,-0.025026000000000003,-4.0864E-09,0.025032000000000002,3.6263999999999997E-07,-3.1546E-07
0.085,0,-0.025012000000000003,-4.0992E-09,0.025024,3.6151999999999997E-07,-3.1546E-07
0.090000000000000011,0,-0.025,-4.1068E-09,0.025012000000000003,3.6104E-07,-3.1546E-07
0.095,0,-0.024988000000000003,-4.1077E-09,0.024996,3.6028E-07,-3.1546E-07
0.1,0,-0.024974000000000003,-4.0959E-09,0.024986,3.5944E-07,-3.154E-07
0.10500000000000001,0,-0.024962,-4.1209E-09,0.024972,3.587E-07,-3.1546E-07
0.11,0,-0.024948,-4.122E-09,0.024962,3.5792E-07,-3.1548E-07
0.115,0,-0.024936000000000003,-4.0954E-09,0.024946000000000003,3.5714E-07,-3.1543999999999997E-07
0.12000000000000001,0,-0.024922000000000003,-4.1165E-09,0.024934,3.5642E-07,-3.1542E-07
0.125,0,-0.02491,-4.1173E-09,0.02492,3.559E-07,-3.1543999999999997E-07
0.13,0,-0.024896,-4.12E-09,0.024906,3.5492E-07,-3.1546E-07
0.135,0,-0.024880000000000003,-4.1102E-09,0.024894000000000003,3.5416E-07,-3.1548E-07
0.14,0,-0.024874000000000004,-4.0706E-09,0.024876000000000002,3.5352E-07,-3.1546E-07
0.14500000000000002,0,-0.024856000000000003,-4.1332E-09,0.024870000000000003,3.5282E-07,-3.1542E-07
0.15,0,-0.024844,-4.1201E-09,0.024852000000000003,3.5216E-07,-3.1542E-07
0.155,0,-0.024828000000000003,-4.1364E-09,0.024842000000000003,3.5133999999999997E-07,-3.1552E-07
0.16,0,-0.024818000000000003,-4.1457E-09,0.024828000000000003,3.5076E-07,-3.1538E-07
0.165,0,-0.024802,-4.1388E-09,0.024812,3.5002E-07,-3.1538E-07
0.17,0,-0.024788,-4.1217E-09,0.024800000000000003,3.494E-07,-3.1534E-07
0.17500000000000002,0,-0.024776000000000003,-4.1558E-09,0.024786000000000002,3.4876E-07,-3.1534E-07
0.18000000000000002,0,-0.024758000000000002,-4.1477E-09,0.024768000000000002,3.4811999999999997E-07,-3.1529999999999997E-07
0.185,0,-0.02475,-4.1498E-09,0.024758000000000002,3.4755999999999997E-07,-3.1534E-07
0.19,0,-0.024730000000000002,-4.148E-09,0.024744000000000002,3.4696E-07,-3.1538E-07
0.195,0,-0.024718000000000004,-4.1693E-09,0.024732,3.4629999999999997E-07,-3.1532E-07
0.2,0,-0.024704000000000004,-4.1545E-09,0.024714000000000003,3.4572E-07,-3.1536E-07
0.20500000000000002,0,-0.024690000000000004,-4.147E-09,0.024700000000000003,3.4508E-07,-3.1532E-07
0.21000000000000002,0,-0.024678000000000002,-4.1617E-09,0.024688,3.4452E-07,-3.1534E-07
