I/V Sweep,id_vds_P
RecordTime,10/27/2023 12:22:22
Device ID,
Count,1
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-0.055158000000000006,-1.01182E-08,0.055144000000000006,7.1246E-07,-6.4194E-07
0.005,0,-0.055084000000000008,-1.0144E-08,0.055092,7.1578E-07,-6.4312E-07
0.01,0,-0.055058,-1.0153799999999999E-08,0.055066000000000004,7.158E-07,-6.445E-07
0.015000000000000001,0,-0.055038000000000004,-1.0159799999999999E-08,0.055038000000000004,7.1575999999999995E-07,-6.4508E-07
0.02,0,-0.055006000000000006,-1.0150199999999999E-08,0.055014000000000007,7.1524E-07,-6.4604E-07
0.025,0,-0.054988,-1.0163599999999999E-08,0.054990000000000004,7.1502E-07,-6.4672E-07
0.030000000000000002,0,-0.054958000000000007,-1.0171999999999998E-08,0.054964000000000006,7.1488E-07,-6.4728E-07
0.035,0,-0.054934000000000004,-1.01752E-08,0.054936000000000006,7.142E-07,-6.482E-07
0.04,0,-0.054906,-1.0175799999999999E-08,0.054912,7.1404E-07,-6.4866E-07
0.045000000000000005,0,-0.054876000000000008,-1.01816E-08,0.054886000000000004,7.135E-07,-6.4914E-07
0.05,0,-0.054854000000000007,-1.0184399999999999E-08,0.054854000000000007,7.1288E-07,-6.4973999999999994E-07
0.055,0,-0.054826000000000007,-1.0187399999999999E-08,0.054830000000000004,7.1238E-07,-6.5022E-07
0.060000000000000005,0,-0.054798000000000006,-1.02088E-08,0.054804000000000005,7.116E-07,-6.5034E-07
0.065,0,-0.054770000000000006,-1.02248E-08,0.05478,7.1142E-07,-6.5112E-07
0.07,0,-0.054750000000000007,-1.0218199999999999E-08,0.054754000000000004,7.1072E-07,-6.512E-07
0.075,0,-0.054724,-1.0224199999999999E-08,0.054728000000000006,7.0995999999999993E-07,-6.5156E-07
0.08,0,-0.054700000000000006,-1.0230799999999998E-08,0.054704,7.0949999999999994E-07,-6.5192E-07
0.085,0,-0.054674000000000007,-1.0231999999999999E-08,0.054676,7.0876E-07,-6.5218E-07
0.090000000000000011,0,-0.054644000000000005,-1.0235799999999999E-08,0.054654000000000008,7.0814E-07,-6.5252E-07
0.095,0,-0.054622000000000004,-1.0243599999999999E-08,0.054622000000000004,7.0743999999999993E-07,-6.5268E-07
0.1,0,-0.054594000000000004,-1.0253E-08,0.054602000000000005,7.0696E-07,-6.5291999999999995E-07
0.10500000000000001,0,-0.054570000000000007,-1.02594E-08,0.054574000000000004,7.0598E-07,-6.5306E-07
