I/V Sweep,id_vds_P
RecordTime,11/13/2023 08:59:12
Device ID,
Count,1
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-0.065536000000000011,-1.5993E-09,0.065536000000000011,7.4298E-07,-6.735E-07
0.005,0,-0.065406,-1.577E-09,0.065416,7.4609999999999994E-07,-6.747E-07
0.01,0,-0.065302,-1.5637E-09,0.065322,7.4574E-07,-6.7541999999999994E-07
0.015000000000000001,0,-0.06521,-1.5847E-09,0.065224,7.455E-07,-6.762E-07
0.02,0,-0.065106000000000011,-1.5544E-09,0.065126,7.452E-07,-6.7699999999999993E-07
0.025,0,-0.065006000000000008,-1.5806E-09,0.065020000000000008,7.4476E-07,-6.7758E-07
0.030000000000000002,0,-0.064912000000000011,-1.5524E-09,0.064922000000000007,7.4446E-07,-6.7816E-07
0.035,0,-0.064806,-1.5618E-09,0.064822,7.4339999999999995E-07,-6.7864E-07
0.04,0,-0.06471,-1.563E-09,0.06473000000000001,7.4304E-07,-6.7904E-07
0.045000000000000005,0,-0.064614,-1.5706E-09,0.064624,7.4216E-07,-6.7956E-07
0.05,0,-0.064506000000000008,-1.5701E-09,0.064518,7.4146E-07,-6.8002E-07
0.055,0,-0.064406,-1.5539E-09,0.064418,7.41E-07,-6.8026E-07
0.060000000000000005,0,-0.064306,-1.5823E-09,0.064326000000000008,7.4018E-07,-6.8058E-07
0.065,0,-0.064208,-1.5684E-09,0.064228000000000007,7.3926E-07,-6.8082E-07
0.07,0,-0.064102,-1.5895E-09,0.064118000000000008,7.3858E-07,-6.8098E-07
0.075,0,-0.064,-1.5786E-09,0.064018,7.38E-07,-6.8144E-07
0.08,0,-0.063900000000000012,-1.5694E-09,0.063914000000000012,7.3703999999999993E-07,-6.8154E-07
0.085,0,-0.063796,-1.5837E-09,0.063816000000000012,7.3619999999999994E-07,-6.816E-07
0.090000000000000011,0,-0.06369000000000001,-1.5707E-09,0.063708,7.3548E-07,-6.8184E-07
0.095,0,-0.063594000000000012,-1.5885E-09,0.06360600000000001,7.3474E-07,-6.82E-07
0.1,0,-0.063488,-1.5751E-09,0.063504,7.3372E-07,-6.8198E-07
0.10500000000000001,0,-0.063382000000000008,-1.5781E-09,0.063406,7.33E-07,-6.82E-07
0.11,0,-0.063278,-1.573E-09,0.063300000000000009,7.3237999999999994E-07,-6.8208E-07
0.115,0,-0.06318,-1.5745E-09,0.06319000000000001,7.3152E-07,-6.8226E-07
0.12000000000000001,0,-0.063072,-1.5916E-09,0.063086,7.3054E-07,-6.822E-07
0.125,0,-0.06296,-1.5886E-09,0.062976,7.298E-07,-6.8223999999999995E-07
0.13,0,-0.06285,-1.5971E-09,0.062874,7.2894E-07,-6.823E-07
0.135,0,-0.06274600000000001,-1.5735E-09,0.06277,7.2806E-07,-6.8232E-07
0.14,0,-0.06264,-1.6057E-09,0.062656,7.2751999999999994E-07,-6.8234E-07
