I/V Sweep,id_vds_P
RecordTime,05/30/2023 08:49:59
Device ID,
Count,1
Flag,
Remarks,
vd,vg,id,ig,is,iavdd,ignd
0,0,-0.025292000000000002,-4.0523E-09,0.025288,3.578E-07,-3.099E-07
0.005,0,-0.025258000000000003,-4.0598E-09,0.025266000000000004,3.5714E-07,-3.0992E-07
0.01,0,-0.025244000000000003,-4.0613E-09,0.025254000000000002,3.5644E-07,-3.0998E-07
0.015000000000000001,0,-0.025234000000000003,-4.0726E-09,0.025246,3.5568E-07,-3.1E-07
0.02,0,-0.025224000000000003,-4.0784E-09,0.025232,3.5483999999999997E-07,-3.0998E-07
0.025,0,-0.025208,-4.0822E-09,0.025216000000000002,3.5402E-07,-3.1018E-07
0.030000000000000002,0,-0.025194,-4.0766E-09,0.025202000000000002,3.5329999999999997E-07,-3.0998E-07
0.035,0,-0.025184,-4.0793E-09,0.025194,3.5254E-07,-3.0998E-07
0.04,0,-0.02517,-4.081E-09,0.02518,3.5174E-07,-3.1002E-07
0.045000000000000005,0,-0.025156,-4.0822E-09,0.025168000000000003,3.5098E-07,-3.1006E-07
0.05,0,-0.025148000000000004,-4.0895E-09,0.025154000000000003,3.5024E-07,-3.1002E-07
0.055,0,-0.025134000000000004,-4.0857E-09,0.025142,3.4944E-07,-3.1016E-07
0.060000000000000005,0,-0.025122000000000002,-4.0906E-09,0.025132,3.4878E-07,-3.101E-07
0.065,0,-0.025108000000000002,-4.092E-09,0.025120000000000003,3.481E-07,-3.1006E-07
0.07,0,-0.0251,-4.0943E-09,0.025106000000000003,3.4744E-07,-3.1004E-07
0.075,0,-0.025084000000000002,-4.1781E-09,0.025094,3.4666E-07,-3.1008E-07
0.08,0,-0.025068000000000003,-4.0998E-09,0.025082000000000004,3.4598E-07,-3.1006E-07
0.085,0,-0.025060000000000002,-4.0977E-09,0.025068000000000003,3.4534E-07,-3.101E-07
0.090000000000000011,0,-0.025044000000000004,-4.102E-09,0.025056000000000002,3.446E-07,-3.1004E-07
0.095,0,-0.025032000000000002,-4.1057E-09,0.025044000000000004,3.4424E-07,-3.1004E-07
0.1,0,-0.02502,-4.1076E-09,0.025034,3.433E-07,-3.1004E-07
0.10500000000000001,0,-0.02501,-4.1093E-09,0.025018000000000002,3.4272E-07,-3.101E-07
0.11,0,-0.024998000000000003,-4.1129E-09,0.025006,3.4206E-07,-3.101E-07
0.115,0,-0.024982,-4.1136E-09,0.024990000000000002,3.417E-07,-3.1014E-07
0.12000000000000001,0,-0.024968,-4.1139E-09,0.024978000000000004,3.408E-07,-3.1002E-07
0.125,0,-0.024954,-4.1198E-09,0.024968,3.403E-07,-3.1004E-07
0.13,0,-0.024944,-4.1182E-09,0.024952000000000002,3.3966E-07,-3.1014E-07
0.135,0,-0.02493,-4.1195E-09,0.024938000000000002,3.3905999999999997E-07,-3.1E-07
0.14,0,-0.024918000000000003,-4.1192E-09,0.02493,3.3846E-07,-3.0998E-07
0.14500000000000002,0,-0.024904000000000003,-4.1279E-09,0.024914000000000002,3.3792E-07,-3.1004E-07
0.15,0,-0.024888000000000004,-4.1318E-09,0.024906,3.3734E-07,-3.1004E-07
0.155,0,-0.024878,-4.1322E-09,0.024886000000000002,3.3681999999999997E-07,-3.1E-07
0.16,0,-0.024864,-4.137E-09,0.024872000000000002,3.3614E-07,-3.1002E-07
0.165,0,-0.024852000000000003,-4.1372E-09,0.024860000000000004,3.3568E-07,-3.0994E-07
0.17,0,-0.024836,-4.1391E-09,0.024846000000000004,3.3506E-07,-3.1E-07
0.17500000000000002,0,-0.024822000000000004,-4.1446E-09,0.024828000000000003,3.3456E-07,-3.0996E-07
0.18000000000000002,0,-0.024808000000000004,-4.1434E-09,0.024816,3.3414E-07,-3.0996E-07
0.185,0,-0.024794000000000004,-4.147E-09,0.024802,3.3354E-07,-3.0994E-07
0.19,0,-0.024778,-4.1537E-09,0.024790000000000003,3.3308E-07,-3.0996E-07
0.195,0,-0.024766000000000003,-4.1401E-09,0.024776000000000003,3.3256E-07,-3.0998E-07
0.2,0,-0.02475,-4.1563E-09,0.02476,3.321E-07,-3.0998E-07
0.20500000000000002,0,-0.024734000000000003,-4.1603E-09,0.024744000000000002,3.3163999999999997E-07,-3.099E-07
0.21000000000000002,0,-0.024720000000000002,-4.1645E-09,0.024730000000000002,3.312E-07,-3.099E-07
0.215,0,-0.024704000000000004,-4.1673E-09,0.024714000000000003,3.3072E-07,-3.0986E-07
0.22,0,-0.024690000000000004,-4.1666E-09,0.024704000000000004,3.3032E-07,-3.0986E-07
